id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn00295_c0	=	Cytosol_0	(IOPOJEFP_03074 or (IOPOJEFP_04478 or IOPOJEFP_01589))	UDP-N-acetyl-D-glucosamine 4-epimerase_c0	5.1.3.7	0		(1)  cpd00037[c0] <=> (1)  cpd00175[c0]	(1)  UDP-N-acetylglucosamine_c0[c0] <=> (1)  UDP-N-acetyl-D-galactosamine_c0[c0]	rxn00295	UAG4E	R00418	Amino sugar and nucleotide sugar metabolism	Biosynthesis|Cell-Structure-Biosynthesis|Polyamine-Biosynthesis|UDP-Nac-Galactosamine-Biosynthesis
rxn08844_c0	=	Cytosol_0	IOPOJEFP_04523	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:1)_c0		-264.53		(1)  cpd00001[c0] + (1)  cpd15342[c0] <=> (1)  cpd00067[c0] + (1)  cpd00908[c0] + (1)  cpd15269[c0]	(1)  H2O_c0[c0] + (1)  2-Acyl-sn-glycero-3-phosphoethanolamine octadec-11-enoyl_c0[c0] <=> (1)  H+_c0[c0] + (1)  Glycerophosphoethanolamine_c0[c0] + (1)  octadecenoate_c0[c0]	rxn08844	LPLIPAL2E181			
rxn00707_c0	=	Cytosol_0	IOPOJEFP_02279	ITP:cytidine 5'-phosphotransferase_c0		-14.03		(1)  cpd00068[c0] + (1)  cpd00367[c0] <=> (1)  cpd00046[c0] + (1)  cpd00067[c0] + (1)  cpd00090[c0]	(1)  ITP_c0[c0] + (1)  Cytidine_c0[c0] <=> (1)  CMP_c0[c0] + (1)  H+_c0[c0] + (1)  IDP_c0[c0]	rxn00707	CYTDK3	R00962	Pyrimidine metabolism	
rxn00369_c0	=	Cytosol_0	IOPOJEFP_02490	GTP:cytidine 5'-phosphotransferase_c0		-14.03		(1)  cpd00038[c0] + (1)  cpd00367[c0] <=> (1)  cpd00031[c0] + (1)  cpd00046[c0] + (1)  cpd00067[c0]	(1)  GTP_c0[c0] + (1)  Cytidine_c0[c0] <=> (1)  GDP_c0[c0] + (1)  CMP_c0[c0] + (1)  H+_c0[c0]	rxn00369	CYTDK2	R00517	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PWY0-163|PYR-NUC-SYN|Pyrimidine-Nucleotide-Salvage
rxn00708_c0	>	Cytosol_0	IOPOJEFP_02656	Uridine 5'-monophosphate phosphohydrolase_c0		7.21		(1)  cpd00001[c0] + (1)  cpd00091[c0] => (1)  cpd00009[c0] + (1)  cpd00249[c0]	(1)  H2O_c0[c0] + (1)  UMP_c0[c0] => (1)  Phosphate_c0[c0] + (1)  Uridine_c0[c0]	rxn00708	NTD2	R00963	Pyrimidine metabolism	
rxn00747_c0	=	Cytosol_0	IOPOJEFP_01160	D-glyceraldehyde-3-phosphate aldose-ketose-isomerase_c0		-1.46		(1)  cpd00102[c0] <=> (1)  cpd00095[c0]	(1)  Glyceraldehyde3-phosphate_c0[c0] <=> (1)  Glycerone-phosphate_c0[c0]	rxn00747	TPI	R01015	Glycolysis / Gluconeogenesis|Fructose and mannose metabolism|Inositol phosphate metabolism|Carbon fixation in photosynthetic organisms	ANAEROFRUCAT-PWY|ANAGLYCOLYSIS-PWY|Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CALVIN-PWY|CARBO-BIOSYNTHESIS|CARBOXYLATES-DEG|CO2-Fixation|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|Formaldehyde-Assimilation|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|P185-PWY|P341-PWY|P441-PWY|P461-PWY|PHOTOALL-PWY|PWY66-373|Photosynthesis|SECONDARY-METABOLITE-DEGRADATION|SUCROSE-DEG|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|TCA-VARIANTS
rxn08979_c0	>	Cytosol_0	(Unknown and Unknown and Unknown and IOPOJEFP_00983 and Unknown and Unknown)	quinone reductase_c0		-20.31		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd15352[c0] => (1)  cpd00006[c0] + (1)  cpd15353[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  2-Demethylmenaquinone 8_c0[c0] => (1)  NADP_c0[c0] + (1)  2-Demethylmenaquinol 8_c0[c0]	rxn08979	NADPHQR4			
rxn10113_c0	>	Cytosol_0	(Unknown and Unknown and Unknown and Unknown and Unknown and Unknown and IOPOJEFP_00592 and Unknown and Unknown and Unknown)	cytochrome oxidase bo3 (ubiquinol-8: 2.5 protons)_c0		-36.95		(0.5)  cpd00007[c0] + (2.5)  cpd00067[c0] + (1)  cpd15561[c0] => (1)  cpd00001[c0] + (2.5)  cpd00067[e0] + (1)  cpd15560[c0]	(0.5)  O2_c0[c0] + (2.5)  H+_c0[c0] + (1)  Ubiquinol-8_c0[c0] => (1)  H2O_c0[c0] + (2.5)  H+_e0[e0] + (1)  Ubiquinone-8_c0[c0]	rxn10113	CYTBO3			
rxn12646_c0	=	Cytosol_0	(IOPOJEFP_01554 or IOPOJEFP_00844)	RXN0-6983.c_c0		-0.46		(1)  cpd00001[c0] + (1)  cpd11580[c0] <=> (1)  cpd00033[c0] + (1)  cpd00053[c0]	(1)  H2O_c0[c0] + (1)  Gly-Gln_c0[c0] <=> (1)  Glycine_c0[c0] + (1)  L-Glutamine_c0[c0]	rxn12646	MEAMP1(gly-gln)			
rxn02175_c0	=	Cytosol_0	IOPOJEFP_04476	ATP:pantetheine-4'-phosphate adenylyltransferase_c0		1.07		(1)  cpd00002[c0] + (1)  cpd00834[c0] <=> (1)  cpd00012[c0] + (1)  cpd00655[c0]	(1)  ATP_c0[c0] + (1)  Phosphopantetheine_c0[c0] <=> (1)  PPi_c0[c0] + (1)  Dephospho-CoA_c0[c0]	rxn02175	PTPAT	R03035	Pantothenate and CoA biosynthesis	Biosynthesis|COA-PWY|CoA-Biosynthesis|Cofactor-Biosynthesis|PANTOSYN-PWY|Vitamin-Biosynthesis
rxn02835_c0	=	Cytosol_0	(Unknown and IOPOJEFP_01967)	1-(5-phospho-D-ribosyl)-AMP 1,6-hydrolase_c0		4.04		(1)  cpd00001[c0] + (1)  cpd01777[c0] <=> (1)  cpd02979[c0]	(1)  H2O_c0[c0] + (1)  Phosphoribosyl-AMP_c0[c0] <=> (1)  phosphoribosylformiminoaicar-phosphate_c0[c0]	rxn02835	HIS4_2	R04037	Histidine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY
rxn01675_c0	=	Cytosol_0	IOPOJEFP_03046	dTTP:alpha-D-glucose-1-phosphate thymidylyltransferase_c0		1.07		(1)  cpd00089[c0] + (1)  cpd00357[c0] <=> (1)  cpd00012[c0] + (1)  cpd00626[c0]	(1)  Glucose-1-phosphate_c0[c0] + (1)  TTP_c0[c0] <=> (1)  PPi_c0[c0] + (1)  dTDPglucose_c0[c0]	rxn01675	G1PTMT	R02328	Streptomycin biosynthesis|Polyketide sugar unit biosynthesis	Antibiotic-Biosynthesis|Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|DTDPRHAMSYN-PWY|ECASYN-PWY|Lipopolysaccharide-Biosynthesis|O-Antigen-Biosynthesis|OANTIGEN-PWY|Rhamnose-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|SUGAR-NUCLEOTIDES
rxn00146_c0	=	Cytosol_0	IOPOJEFP_00935	(R)-Lactate:ferricytochrome-c 2-oxidoreductase_c0		-8.58		(2)  cpd00109[c0] + (1)  cpd00221[c0] <=> (1)  cpd00020[c0] + (2)  cpd00067[c0] + (2)  cpd00110[c0]	(2)  Cytochrome c3+_c0[c0] + (1)  D-Lactate_c0[c0] <=> (1)  Pyruvate_c0[c0] + (2)  H+_c0[c0] + (2)  Cytochrome c2+_c0[c0]	rxn00146		R00197	Pyruvate metabolism	
rxn08839_c0	=	Cytosol_0	IOPOJEFP_04523	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:0)_c0		-331.84		(1)  cpd00001[c0] + (1)  cpd15337[c0] <=> (1)  cpd00067[c0] + (1)  cpd00908[c0] + (1)  cpd03847[c0]	(1)  H2O_c0[c0] + (1)  2-Acyl-sn-glycero-3-phosphoethanolamine tetradecanoyl_c0[c0] <=> (1)  H+_c0[c0] + (1)  Glycerophosphoethanolamine_c0[c0] + (1)  Myristic acid_c0[c0]	rxn08839	LPLIPAL2E140			
rxn01315_c0	>	Cytosol_0	IOPOJEFP_01591	L-Phenylalanine,tetrahydrobiopterin:oxygen oxidoreductase (4-hydroxylating)_c0		-91.28		(1)  cpd00007[c0] + (1)  cpd00066[c0] + (1)  cpd00233[c0] => (1)  cpd00001[c0] + (1)  cpd00069[c0] + (1)  cpd00231[c0]	(1)  O2_c0[c0] + (1)  L-Phenylalanine_c0[c0] + (1)  Tetrahydrobiopterin_c0[c0] => (1)  H2O_c0[c0] + (1)  L-Tyrosine_c0[c0] + (1)  Dihydrobiopterin_c0[c0]	rxn01315	PHE4MO	R01795	Phenylalanine metabolism|Phenylalanine, tyrosine and tryptophan biosynthesis	
rxn09562_c0	=	Cytosol_0	IOPOJEFP_00352	Guanylate kinase_c0		9.53		(1)  cpd00067[c0] + (1)  cpd00115[c0] + (1)  cpd00126[c0] <=> (1)  cpd00031[c0] + (1)  cpd00177[c0]	(1)  H+_c0[c0] + (1)  dATP_c0[c0] + (1)  GMP_c0[c0] <=> (1)  GDP_c0[c0] + (1)  dADP_c0[c0]	rxn09562	GK2			
rxn03080_c0	=	Cytosol_0	IOPOJEFP_03344	5-amino-6-(D-ribitylamino)uracil butanedionetransferase_c0	2.5.1.78	0.92		(1)  cpd02882[c0] + (1)  cpd11225[c0] <=> (2)  cpd00001[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd02656[c0]	(1)  4--1-D-Ribitylamino-5-aminouracil_c0[c0] + (1)  3-4-dihydroxy-2-butanone4-phosphate_c0[c0] <=> (2)  H2O_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  6-7-Dimethyl-8--1-D-ribityllumazine_c0[c0]	rxn03080	RIB5	R04457	Riboflavin metabolism	Biosynthesis|Cofactor-Biosynthesis|Flavin-Biosynthesis|RIBOSYN2-PWY|Vitamin-Biosynthesis
rxn10011_c0	<	Cytosol_0	IOPOJEFP_01812	acyl-CoA dehydrogenase (octanoyl-CoA)_c0		16.55		(1)  cpd00003[c0] + (1)  cpd01335[c0] <= (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd03130[c0]	(1)  NAD_c0[c0] + (1)  Octanoyl-CoA_c0[c0] <= (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  (2E) -Octenoyl-CoA_c0[c0]	rxn10011	ACOAD3			
rxn12644_c0	=	Cytosol_0	(IOPOJEFP_01554 or IOPOJEFP_00844)	methionyl aminopeptidase_c0		-155.57		(1)  cpd00001[c0] + (1)  cpd11582[c0] <=> (1)  cpd00035[c0] + (1)  cpd00161[c0]	(1)  H2O_c0[c0] + (1)  ala-L-Thr-L_c0[c0] <=> (1)  L-Alanine_c0[c0] + (1)  L-Threonine_c0[c0]	rxn12644	MEAMP1(ala-thr)			
rxn00147_c0	>	Cytosol_0	IOPOJEFP_02515	ATP:pyruvate,water phosphotransferase_c0	2.7.9.2	-21.27		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00020[c0] => (1)  cpd00009[c0] + (1)  cpd00018[c0] + (1)  cpd00061[c0] + (3)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Pyruvate_c0[c0] => (1)  Phosphate_c0[c0] + (1)  AMP_c0[c0] + (1)  Phosphoenolpyruvate_c0[c0] + (3)  H+_c0[c0]	rxn00147	PPS	R00199	Pyruvate metabolism|Methane metabolism|Carbon fixation pathways in prokaryotes	ANAEROFRUCAT-PWY|Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CARBO-BIOSYNTHESIS|CARBOXYLATES-DEG|CO2-Fixation|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|GLUCONEO-PWY|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|P23-PWY|P441-PWY|P461-PWY|Reductive-TCA-Cycles|SECONDARY-METABOLITE-DEGRADATION|SUCROSE-DEG|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|TCA-VARIANTS
rxn00737_c0	>	Cytosol_0	IOPOJEFP_02131	L-threonine ammonia-lyase (2-oxobutanoate-forming)_c0		-5.7		(1)  cpd00161[c0] => (1)  cpd00013[c0] + (1)  cpd00094[c0]	(1)  L-Threonine_c0[c0] => (1)  NH3_c0[c0] + (1)  2-Oxobutyrate_c0[c0]	rxn00737	CHA1_1	R00996	Glycine, serine and threonine metabolism|Valine, leucine and isoleucine biosynthesis	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|BRANCHED-CHAIN-AA-SYN-PWY|Biosynthesis|Degradation|GLYCINE-SYN|ILEUSYN-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN|SECONDARY-METABOLITE-BIOSYNTHESIS|THREOCAT-PWY|THREONINE-DEG
rxn01259_c0	>	Cytosol_0	IOPOJEFP_02102	Isomaltose 6-alpha-D-glucanohydrolase_c0		-3.113		(1)  cpd00001[c0] + (1)  cpd00217[c0] => (2)  cpd00027[c0]	(1)  H2O_c0[c0] + (1)  Brachiose_c0[c0] => (2)  D-Glucose_c0[c0]	rxn01259				
rxn08843_c0	=	Cytosol_0	IOPOJEFP_04523	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:0)_c0		-325.36		(1)  cpd00001[c0] + (1)  cpd15341[c0] <=> (1)  cpd00067[c0] + (1)  cpd00908[c0] + (1)  cpd01080[c0]	(1)  H2O_c0[c0] + (1)  2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) _c0[c0] <=> (1)  H+_c0[c0] + (1)  Glycerophosphoethanolamine_c0[c0] + (1)  ocdca_c0[c0]	rxn08843	LPLIPAL2E180			
rxn00213_c0	=	Cytosol_0	(IOPOJEFP_01590 or IOPOJEFP_03502)	UTP:alpha-D-glucose-1-phosphate uridylyltransferase_c0		1.07		(1)  cpd00062[c0] + (1)  cpd00089[c0] <=> (1)  cpd00012[c0] + (1)  cpd00026[c0]	(1)  UTP_c0[c0] + (1)  Glucose-1-phosphate_c0[c0] <=> (1)  PPi_c0[c0] + (1)  UDP-glucose_c0[c0]	rxn00213	GALU	R00289	Pentose and glucuronate interconversions|Galactose metabolism|Starch and sucrose metabolism|Amino sugar and nucleotide sugar metabolism	Activation-Inactivation-Interconversion|Antibiotic-Biosynthesis|Ascorbate-Biosynthesis|Biosynthesis|CARBO-BIOSYNTHESIS|COLANSYN-PWY|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Cell-Structure-Biosynthesis|Cofactor-Biosynthesis|Degradation|GALACTOSE-DEGRADATION|GLYCOGEN-BIOSYN|Interconversion|PWY3DJ-35471|Polysaccharides-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|SUCROSE-DEG|SUCSYN-PWY|SUGAR-NUCLEOTIDES|Sugars-And-Polysaccharides|Vitamin-Biosynthesis
rxn10162_c0	=	Cytosol_0	IOPOJEFP_02969	Hexadecanoate transport via proton symport_c0		0		(1)  cpd00067[e0] + (1)  cpd00214[e0] <=> (1)  cpd00067[c0] + (1)  cpd00214[c0]	(1)  H+_e0[e0] + (1)  Palmitate_e0[e0] <=> (1)  H+_c0[c0] + (1)  Palmitate_c0[c0]	rxn10162	HDCAt2			
rxn13784_c0	>	Cytosol_0	(Unknown and Unknown and Unknown and Unknown and IOPOJEFP_01238 and IOPOJEFP_00005 and Unknown and Unknown and Unknown and Unknown and Unknown and Unknown and Unknown)	RNA transcription_c0				 => (1)  cpd17043[c0]	 => (1)  RNA transcription_c0[c0]	rxn13784				
rxn10123_c0	>	Cytosol_0	(Unknown and IOPOJEFP_00983 and Unknown and Unknown and Unknown and Unknown)	NADH dehydrogenase (menaquinone-8 & 2 protons)_c0		147.01		(1)  cpd00004[c0] + (3)  cpd00067[c0] + (1)  cpd15500[c0] => (1)  cpd00003[c0] + (2)  cpd00067[e0] + (1)  cpd15499[c0]	(1)  NADH_c0[c0] + (3)  H+_c0[c0] + (1)  Menaquinone 8_c0[c0] => (1)  NAD_c0[c0] + (2)  H+_e0[e0] + (1)  Menaquinol 8_c0[c0]	rxn10123	NADH7			
rxn08801_c0	=	Cytosol_0	IOPOJEFP_04523	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:0) (periplasm)_c0		-2.14		(1)  cpd00001[c0] + (1)  cpd15329[c0] <=> (1)  cpd00067[c0] + (1)  cpd00080[c0] + (1)  cpd01080[c0]	(1)  H2O_c0[c0] + (1)  1-octadecanoyl-sn-glycerol 3-phosphate_c0[c0] <=> (1)  H+_c0[c0] + (1)  Glycerol-3-phosphate_c0[c0] + (1)  ocdca_c0[c0]	rxn08801	LPLIPAL1A180pp			
rxn00251_c0	=	Cytosol_0	IOPOJEFP_00270	phosphate:oxaloacetate carboxy-lyase (adding phosphate;phosphoenolpyruvate-forming)_c0		-3		(1)  cpd00009[c0] + (1)  cpd00032[c0] + (1)  cpd00067[c0] <=> (1)  cpd00001[c0] + (1)  cpd00011[c0] + (1)  cpd00061[c0]	(1)  Phosphate_c0[c0] + (1)  Oxaloacetate_c0[c0] + (1)  H+_c0[c0] <=> (1)  H2O_c0[c0] + (1)  CO2_c0[c0] + (1)  Phosphoenolpyruvate_c0[c0]	rxn00251	PPC	R00345	Pyruvate metabolism|Methane metabolism|Carbon fixation in photosynthetic organisms|Carbon fixation pathways in prokaryotes	
rxn00139_c0	<	Cytosol_0	IOPOJEFP_01916	AMP:diphosphate phospho-D-ribosyltransferase_c0		12.54		(1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd00067[c0] <= (1)  cpd00103[c0] + (1)  cpd00128[c0]	(1)  PPi_c0[c0] + (1)  AMP_c0[c0] + (1)  H+_c0[c0] <= (1)  PRPP_c0[c0] + (1)  Adenine_c0[c0]	rxn00139	ADPT	R00190	Purine metabolism	Adenine-Adenosine-Salvage|Biosynthesis|Metabolic-Clusters|Nucleotide-Biosynthesis|P1-PWY|P121-PWY|PUR-NUC-SYN|PYR-NUC-SYN|Purine-Nucleotides-Salvage
rxn00790_c0	<	Cytosol_0	IOPOJEFP_02934	5-phosphoribosylamine:diphosphate phospho-alpha-D-ribosyltransferase (glutamate-amidating)_c0		20.46		(1)  cpd00012[c0] + (1)  cpd00023[c0] + (1)  cpd00067[c0] + (1)  cpd01982[c0] <= (1)  cpd00001[c0] + (1)  cpd00053[c0] + (1)  cpd00103[c0]	(1)  PPi_c0[c0] + (1)  L-Glutamate_c0[c0] + (1)  H+_c0[c0] + (1)  5-Phosphoribosylamine_c0[c0] <= (1)  H2O_c0[c0] + (1)  L-Glutamine_c0[c0] + (1)  PRPP_c0[c0]	rxn00790	ADE4	R01072	Purine metabolism|Alanine, aspartate and glutamate metabolism	AIR-Biosynthesis|Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis
rxn03910_c0	=	Cytosol_0	IOPOJEFP_03313	2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol CMP-lyase (cyclizing)_c0		26.77		(1)  cpd08288[c0] <=> (1)  cpd00046[c0] + (1)  cpd08301[c0]	(1)  2-phospho-4--cytidine5-diphospho-2-C-methyl-D-erythritol_c0[c0] <=> (1)  CMP_c0[c0] + (1)  2-C-methyl-D-erythritol2-4-cyclodiphosphate_c0[c0]	rxn03910	MECDPS	R05637	Terpenoid backbone biosynthesis	Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|GGPP-Biosynthesis|NONMEVIPP-PWY|Other-biosynthesis|Polyprenyl-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn00237_c0	=	Cytosol_0	IOPOJEFP_02157	ATP:GDP phosphotransferase_c0		0		(1)  cpd00002[c0] + (1)  cpd00031[c0] <=> (1)  cpd00008[c0] + (1)  cpd00038[c0]	(1)  ATP_c0[c0] + (1)  GDP_c0[c0] <=> (1)  ADP_c0[c0] + (1)  GTP_c0[c0]	rxn00237	NDPK1	R00330	Purine metabolism	Biosynthesis|DENOVOPURINE2-PWY|Metabolic-Regulators|Nucleotide-Biosynthesis|PPGPPMET-PWY|PRPP-PWY|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis
rxn03540_c0	=	Cytosol_0	IOPOJEFP_01000	R05225_c0	6.3.5.10	-27.27		(4)  cpd00001[c0] + (4)  cpd00002[c0] + (4)  cpd00053[c0] + (1)  cpd03916[c0] <=> (4)  cpd00008[c0] + (4)  cpd00009[c0] + (4)  cpd00023[c0] + (4)  cpd00067[c0] + (1)  cpd03917[c0]	(4)  H2O_c0[c0] + (4)  ATP_c0[c0] + (4)  L-Glutamine_c0[c0] + (1)  Adenosyl cobyrinate diamide_c0[c0] <=> (4)  ADP_c0[c0] + (4)  Phosphate_c0[c0] + (4)  L-Glutamate_c0[c0] + (4)  H+_c0[c0] + (1)  Adenosylcobyric acid_c0[c0]	rxn03540	ADCOBHEXS	R05225	Porphyrin and chlorophyll metabolism	Adenosylcobalamin-Biosynthesis|Biosynthesis|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|P381-PWY|Vitamin-Biosynthesis
rxn08086_c0	>	Cytosol_0	(IOPOJEFP_00121 or IOPOJEFP_00551)	1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0)_c0				(1)  cpd00067[c0] + (1)  cpd15277[c0] + (1)  cpd15327[c0] => (1)  cpd11493[c0] + (1)  cpd15524[c0]	(1)  H+_c0[c0] + (1)  Palmitoyl-ACP_c0[c0] + (1)  1-hexadecanoyl-sn-glycerol 3-phosphate_c0[c0] => (1)  ACP_c0[c0] + (1)  1,2-dihexadecanoyl-sn-glycerol 3-phosphate_c0[c0]	rxn08086	AGPAT160			
rxn08311_c0	=	Cytosol_0	IOPOJEFP_01560	CDP-diacylglycerol synthetase (n-C18:0)_c0		-360.2		(1)  cpd00052[c0] + (1)  cpd15526[c0] <=> (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd15421[c0]	(1)  CTP_c0[c0] + (1)  1,2-dioctadecanoyl-sn-glycerol 3-phosphate_c0[c0] <=> (1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  CDP-1,2-dioctadecanoylglycerol_c0[c0]	rxn08311	DASYN180			
rxn10264_c0	=	Cytosol_0	IOPOJEFP_01775	isohexadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase_c0		-4.5		(1)  cpd00080[c0] + (1)  cpd15688[c0] <=> (1)  cpd00046[c0] + (1)  cpd15721[c0]	(1)  Glycerol-3-phosphate_c0[c0] + (1)  CDP-1,2-diisohexadecanoylglycerol_c0[c0] <=> (1)  CMP_c0[c0] + (1)  Diisohexadecanoylphosphatidylglycerophosphate_c0[c0]	rxn10264				
rxn10124_c0	=	Cytosol_0	(Unknown and Unknown and Unknown and Unknown and IOPOJEFP_00983 and Unknown)	NADH dehydrogenase (demethylmenaquinone-8 & 2.8 protons)_c0		16.4		(1)  cpd00004[c0] + (3.8)  cpd00067[c0] + (1)  cpd15352[c0] <=> (1)  cpd00003[c0] + (2.8)  cpd00067[e0] + (1)  cpd15353[c0]	(1)  NADH_c0[c0] + (3.8)  H+_c0[c0] + (1)  2-Demethylmenaquinone 8_c0[c0] <=> (1)  NAD_c0[c0] + (2.8)  H+_e0[e0] + (1)  2-Demethylmenaquinol 8_c0[c0]	rxn10124	NADH8			
rxn02985_c0	=	Cytosol_0	IOPOJEFP_00494	6-Lactoyl-5,6,7,8-tetrahydropterin:NADP+ 2'-oxidoreductase_c0	1.1.1.220	6.22		(1)  cpd00006[c0] + (1)  cpd02608[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd02315[c0]	(1)  NADP_c0[c0] + (1)  6-Lactoyl-5,6,7,8-tetrahydropterin_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  6-Pyruvoyltetrahydropterin_c0[c0]	rxn02985		R04285	Folate biosynthesis	Biosynthesis|Cofactor-Biosynthesis|Tetrahydrobiopterin-Biosynthesis
rxn10227_c0	>	Cytosol_0	IOPOJEFP_02266	anteisoheptadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase_c0		-15.04		(1)  cpd00054[c0] + (1)  cpd15684[c0] => (1)  cpd00046[c0] + (2)  cpd00067[c0] + (1)  cpd15690[c0]	(1)  L-Serine_c0[c0] + (1)  CDP-1,2-dianteisoheptadecanoylglycerol_c0[c0] => (1)  CMP_c0[c0] + (2)  H+_c0[c0] + (1)  Dianteisoheptadecanoylphosphatidylserine_c0[c0]	rxn10227				
rxn01146_c0	=	Cytosol_0	IOPOJEFP_01180	thymidine:phosphate deoxy-alpha-D-ribosyltransferase_c0		-7.95		(1)  cpd00009[c0] + (1)  cpd00184[c0] <=> (1)  cpd00151[c0] + (1)  cpd00509[c0]	(1)  Phosphate_c0[c0] + (1)  Thymidine_c0[c0] <=> (1)  Thymine_c0[c0] + (1)  deoxyribose-1-phosphate_c0[c0]	rxn01146	PNP1_2	R01570	Pyrimidine metabolism	
rxn09210_c0	>	Cytosol_0	IOPOJEFP_02266	Phosphatidylserine syntase (n-C18:0)_c0		390.83		(1)  cpd00054[c0] + (1)  cpd15421[c0] => (1)  cpd00046[c0] + (2)  cpd00067[c0] + (1)  cpd15557[c0]	(1)  L-Serine_c0[c0] + (1)  CDP-1,2-dioctadecanoylglycerol_c0[c0] => (1)  CMP_c0[c0] + (2)  H+_c0[c0] + (1)  phosphatidylserine dioctadecanoyl_c0[c0]	rxn09210	PSSA180			
rxn06022_c0	>	Cytosol_0	IOPOJEFP_02987	[Acyl-carrier-protein] 4'-pantetheine-phosphohydrolase_c0	3.1.4.14			(1)  cpd00001[c0] + (1)  cpd11493[c0] => (2)  cpd00067[c0] + (1)  cpd00834[c0] + (1)  cpd12370[c0]	(1)  H2O_c0[c0] + (1)  ACP_c0[c0] => (2)  H+_c0[c0] + (1)  Phosphopantetheine_c0[c0] + (1)  apo-ACP_c0[c0]	rxn06022		R01623	Pantothenate and CoA biosynthesis	Biosynthesis|Cofactor-Biosynthesis
