id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn01390_c0	=	Cytosol_0	kb|g.220339.CDS.1067	ATP:L-rhamnulose 1-phosphotransferase_c0		-14.03		(1)  cpd00002[c0] + (1)  cpd00261[c0] <=> (1)  cpd00008[c0] + (1)  cpd03861[c0]	(1)  ATP_c0[c0] + (1)  L-Lyxulose_c0[c0] <=> (1)  ADP_c0[c0] + (1)  L-Xylulose 1-phosphate_c0[c0]	rxn01390		R01902	Pentose and glucuronate interconversions	
rxn09111_c0	=	Cytosol_0	kb|g.220339.CDS.958	Phosphatidylglycerol synthase (n-C16:0)_c0		-16.7		(1)  cpd00080[c0] + (1)  cpd15419[c0] <=> (1)  cpd00046[c0] + (1)  cpd15545[c0]	(1)  Glycerol-3-phosphate_c0[c0] + (1)  CDP-1,2-dihexadecanoylglycerol_c0[c0] <=> (1)  CMP_c0[c0] + (1)  Phosphatidylglycerophosphate dihexadecanoyl_c0[c0]	rxn09111	PGSA160			
rxn09188_c0	=	Cytosol_0	(kb|g.220339.CDS.3794 or kb|g.220339.CDS.3795)	Proline dehydrogenase_c0		-19.84		(1)  cpd00015[c0] + (1)  cpd00129[c0] <=> (1)  cpd00982[c0] + (1)  cpd02431[c0]	(1)  FAD_c0[c0] + (1)  L-Proline_c0[c0] <=> (1)  FADH2_c0[c0] + (1)  1-Pyrroline-5-carboxylate_c0[c0]	rxn09188	PRO1z			
rxn08847_c0	>	Cytosol_0	(kb|g.220339.CDS.910 or kb|g.220339.CDS.38)	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:1)_c0		-336.2		(1)  cpd00001[c0] + (1)  cpd15345[c0] => (1)  cpd00067[c0] + (1)  cpd02090[c0] + (1)  cpd15298[c0]	(1)  H2O_c0[c0] + (1)  2-Acyl-sn-glycero-3-phosphoglycerol tetradec-7-enoyl_c0[c0] => (1)  H+_c0[c0] + (1)  Glycerophosphoglycerol_c0[c0] + (1)  tetradecenoate_c0[c0]	rxn08847	LPLIPAL2G141			
rxn01974_c0	=	Cytosol_0	kb|g.220339.CDS.2507	LL-2,6-Diaminoheptanedioate 2-epimerase_c0	5.1.1.7	0		(1)  cpd00504[c0] <=> (1)  cpd00516[c0]	(1)  LL-2,6-Diaminopimelate_c0[c0] <=> (1)  meso-2,6-Diaminopimelate_c0[c0]	rxn01974	DAPE	R02735	Lysine biosynthesis	Amino-Acid-Biosynthesis|Biosynthesis|DAPLYSINESYN-PWY|IND-AMINO-ACID-SYN|LYSINE-SYN|P4-PWY|PWY0-781
rxn03244_c0	=	Cytosol_0	((kb|g.220339.CDS.571 or kb|g.220339.CDS.368 or kb|g.220339.CDS.2493 or kb|g.220339.CDS.3828 or kb|g.220339.CDS.2492) and kb|g.220339.CDS.368)	(S)-Hydroxydecanoyl-CoA:NAD+ oxidoreductase_c0		3.76		(1)  cpd00003[c0] + (1)  cpd03118[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd03119[c0]	(1)  NAD_c0[c0] + (1)  (S) -Hydroxydecanoyl-CoA_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  3-Oxodecanoyl-CoA_c0[c0]	rxn03244	HACD4	R04743	Fatty acid elongation|Fatty acid degradation	
rxn01274_c0	>	Cytosol_0	kb|g.220339.CDS.1337	S-(2-Hydroxyacyl)glutathione hydrolase_c0		-5.76		(1)  cpd00001[c0] + (1)  cpd02182[c0] => (1)  cpd00042[c0] + (1)  cpd00067[c0] + (1)  cpd00221[c0]	(1)  H2O_c0[c0] + (1)  (R) -S-Lactoylglutathione_c0[c0] => (1)  GSH_c0[c0] + (1)  H+_c0[c0] + (1)  D-Lactate_c0[c0]	rxn01274	GLYOX	R01736	Pyruvate metabolism	Aldehyde-Degradation|Degradation|Detoxification|METHGLYUT-PWY|Methylglyoxal-Detoxification
rxn12645_c0	=	Cytosol_0	(kb|g.220339.CDS.3661 or kb|g.220339.CDS.2906 or kb|g.220339.CDS.3864 or kb|g.220339.CDS.1424)	aminopeptidase_c0		-154.35		(1)  cpd00001[c0] + (1)  cpd11581[c0] <=> (1)  cpd00033[c0] + (1)  cpd00132[c0]	(1)  H2O_c0[c0] + (1)  gly-asn-L_c0[c0] <=> (1)  Glycine_c0[c0] + (1)  L-Asparagine_c0[c0]	rxn12645	MEAMP1(gly-asn)			
rxn02008_c0	>	Cytosol_0	kb|g.220339.CDS.1400	UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase(ADP-forming)_c0	6.3.2.9	-6.35		(1)  cpd00002[c0] + (1)  cpd00186[c0] + (1)  cpd00890[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00525[c0]	(1)  ATP_c0[c0] + (1)  D-Glutamate_c0[c0] + (1)  UDP-N-acetylmuramoyl-L-alanine_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  UDP-N-acetylmuramoyl-L-alanyl-D-glutamate_c0[c0]	rxn02008	UAMAGS	R02783	D-Glutamine and D-glutamate metabolism|Peptidoglycan biosynthesis	Acetylmuramoyl-Pentapeptide-Biosynthesis|Antibiotic-Resistance|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Detoxification|PEPTIDOGLYCANSYN-PWY|Peptidoglycan-Biosynthesis
rxn05385_c0	=	Cytosol_0	(kb|g.220339.CDS.1964 or kb|g.220339.CDS.4083 or kb|g.220339.CDS.1658 or kb|g.220339.CDS.3983 or kb|g.220339.CDS.2652 or kb|g.220339.CDS.565 or kb|g.220339.CDS.364 or kb|g.220339.CDS.294)	5-methyl-3-oxo-hexanoyl-ACP:NADP+ oxidoreductase_c0		-3.76		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11521[c0] <=> (1)  cpd00006[c0] + (1)  cpd11522[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  5-methyl-3-oxo-hexanoyl-ACP_c0[c0] <=> (1)  NADP_c0[c0] + (1)  5-methyl-3-hydroxy-hexanoyl-ACP_c0[c0]	rxn05385				
rxn05443_c0	>	Cytosol_0	(kb|g.220339.CDS.3402 or kb|g.220339.CDS.2309)	13-methyl-trans-tetra-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11539[c0] => (1)  cpd00003[c0] + (1)  cpd11540[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  13-methyl-trans-tetra-dec-2-enoyl-ACP_c0[c0] => (1)  NAD_c0[c0] + (1)  13-methyl-tetra-decanoyl-ACP_c0[c0]	rxn05443				
rxn02155_c0	=	Cytosol_0	kb|g.220339.CDS.171	ATP:nicotinamide-nucleotide adenylyltransferase_c0		1.07		(1)  cpd00002[c0] + (1)  cpd00873[c0] <=> (1)  cpd00012[c0] + (1)  cpd00638[c0]	(1)  ATP_c0[c0] + (1)  Nicotinate ribonucleotide_c0[c0] <=> (1)  PPi_c0[c0] + (1)  Deamido-NAD_c0[c0]	rxn02155	NNAT	R03005	Nicotinate and nicotinamide metabolism	Biosynthesis|Cofactor-Biosynthesis|NAD-Metabolism|NAD-SYN|NADSYN-PWY|PWY0-781|PYRIDNUCSAL-PWY|PYRIDNUCSYN-PWY
rxn00915_c0	<	Cytosol_0	(kb|g.220339.CDS.3255 or kb|g.220339.CDS.2307)	GMP:pyrophosphate phosphoribosyltransferase_c0		12.54		(1)  cpd00012[c0] + (1)  cpd00126[c0] <= (1)  cpd00103[c0] + (1)  cpd00207[c0]	(1)  PPi_c0[c0] + (1)  GMP_c0[c0] <= (1)  PRPP_c0[c0] + (1)  Guanine_c0[c0]	rxn00915	GUAPRT	R01229	Purine metabolism	Biosynthesis|Guanine-Guanosine-Salvage|Metabolic-Clusters|Nucleotide-Biosynthesis|P1-PWY|PUR-NUC-SYN|PYR-NUC-SYN|Purine-Nucleotides-Salvage
rxn00299_c0	>	Cytosol_0	kb|g.220339.CDS.2168	GTP 7,8-8,9-dihydrolase_c0		-16.89		(1)  cpd00001[c0] + (1)  cpd00038[c0] => (1)  cpd00047[c0] + (1)  cpd00067[c0] + (1)  cpd02978[c0]	(1)  H2O_c0[c0] + (1)  GTP_c0[c0] => (1)  Formate_c0[c0] + (1)  H+_c0[c0] + (1)  7,8-Dihydroneopterin 3'-triphosphate_c0[c0]	rxn00299	FOL2	R00424		6-HM-Dihydropterin-PP-Biosynthesis|ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|FOLSYN-PWY|Folate-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Tetrahydrobiopterin-Biosynthesis|Vitamin-Biosynthesis
rxn00839_c0	=	Cytosol_0	kb|g.220339.CDS.4077	ATP:nucleoside-diphosphate phosphatransferase_c0		0		(1)  cpd00002[c0] + (1)  cpd00177[c0] <=> (1)  cpd00008[c0] + (1)  cpd00115[c0]	(1)  ATP_c0[c0] + (1)  dADP_c0[c0] <=> (1)  ADP_c0[c0] + (1)  dATP_c0[c0]	rxn00839	NDPK8	R01137	Purine metabolism	Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis
rxn00461_c0	=	Cytosol_0	kb|g.220339.CDS.3837	Phosphoenolpyruvate:UDP-N-acetyl-D-glucosamine_c0	2.5.1.7	10.33		(1)  cpd00037[c0] + (1)  cpd00061[c0] <=> (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd02820[c0]	(1)  UDP-N-acetylglucosamine_c0[c0] + (1)  Phosphoenolpyruvate_c0[c0] <=> (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  UDP-N-acetylglucosamine enolpyruvate_c0[c0]	rxn00461	UAGCVT	R00660	Amino sugar and nucleotide sugar metabolism|Peptidoglycan biosynthesis	Acetylmuramoyl-Pentapeptide-Biosynthesis|Antibiotic-Resistance|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Detoxification|PEPTIDOGLYCANSYN-PWY|Peptidoglycan-Biosynthesis
rxn08089_c0	>	Cytosol_0	kb|g.220339.CDS.2032	1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1)_c0				(1)  cpd11825[c0] + (1)  cpd15328[c0] => (1)  cpd11493[c0] + (1)  cpd15527[c0]	(1)  Octadecenoyl-ACP_c0[c0] + (1)  1-octadec-11-enoyl-sn-glycerol 3-phosphate_c0[c0] => (1)  ACP_c0[c0] + (1)  1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate_c0[c0]	rxn08089	AGPAT181			
rxn05434_c0	>	Cytosol_0	(kb|g.220339.CDS.3402 or kb|g.220339.CDS.2309)	6-methyl-trans-oct-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11502[c0] => (1)  cpd00003[c0] + (1)  cpd11503[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  6-methyl-trans-oct-2-enoyl-ACP_c0[c0] => (1)  NAD_c0[c0] + (1)  6-methyl-octanoyl-ACP_c0[c0]	rxn05434				
rxn00283_c0	=	Cytosol_0	kb|g.220339.CDS.814	L-Alanine racemase_c0		0		(1)  cpd00035[c0] <=> (1)  cpd00117[c0]	(1)  L-Alanine_c0[c0] <=> (1)  D-Alanine_c0[c0]	rxn00283	ALAR	R00401	D-Alanine metabolism	ALADEG-PWY|ALANINE-DEG|ALANINE-SYN|ALANINE-VALINESYN-PWY|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|PWY0-1061
rxn10212_c0	>	Cytosol_0	kb|g.220339.CDS.2032	myristoyl-1-acylglycerol-3-phosphate O-acyltransferase_c0		-3.614		(1)  cpd01695[c0] + (1)  cpd15331[c0] => (1)  cpd00010[c0] + (1)  cpd15522[c0]	(1)  Myristoyl-CoA_c0[c0] + (1)  1-tetradecanoyl-sn-glycerol 3-phosphate_c0[c0] => (1)  CoA_c0[c0] + (1)  1,2-ditetradecanoyl-sn-glycerol 3-phosphate_c0[c0]	rxn10212				
rxn10337_c0	=	Cytosol_0	kb|g.220339.CDS.1225	isoheptadecanoyl-cardiolipin synthase_c0		0		(2)  cpd15722[c0] <=> (1)  cpd00100[c0] + (1)  cpd15794[c0]	(2)  Diisoheptadecanoylphosphatidylglycerol_c0[c0] <=> (1)  Glycerol_c0[c0] + (1)  Isoheptadecanoylcardiolipin (B. subtilis) _c0[c0]	rxn10337				
rxn10235_c0	=	Cytosol_0	kb|g.220339.CDS.713	isopentadecanoyl-phosphatidylserine decarboxylase_c0		7.45		(2)  cpd00067[c0] + (1)  cpd15692[c0] <=> (1)  cpd00011[c0] + (1)  cpd15698[c0]	(2)  H+_c0[c0] + (1)  Diisopentadecanoylphosphatidylserine_c0[c0] <=> (1)  CO2_c0[c0] + (1)  Diisopentadecanoylphosphatidylethanolamine_c0[c0]	rxn10235				
rxn00137_c0	>	Cytosol_0	kb|g.220339.CDS.3126	Adenosine 3',5'-bisphosphate 3'(2')-phosphohydrolase_c0		7.21		(1)  cpd00001[c0] + (1)  cpd00045[c0] => (1)  cpd00009[c0] + (1)  cpd00018[c0] + (1)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  Adenosine 3-5-bisphosphate_c0[c0] => (1)  Phosphate_c0[c0] + (1)  AMP_c0[c0] + (1)  H+_c0[c0]	rxn00137	BPNT	R00188		
rxn08812_c0	=	Cytosol_0	(kb|g.220339.CDS.910 or kb|g.220339.CDS.38)	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:1) (periplasm)_c0		-336.2		(1)  cpd00001[c0] + (1)  cpd15320[c0] <=> (1)  cpd00067[c0] + (1)  cpd02090[c0] + (1)  cpd15298[c0]	(1)  H2O_c0[c0] + (1)  1-Acyl-sn-glycero-3-phosphoglycerol tetradec-7-enoyl_c0[c0] <=> (1)  H+_c0[c0] + (1)  Glycerophosphoglycerol_c0[c0] + (1)  tetradecenoate_c0[c0]	rxn08812	LPLIPAL1G141pp			
rxn05417_c0	>	Cytosol_0	(kb|g.220339.CDS.2720 and kb|g.220339.CDS.1310)	6-methyl-heptanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0		2.156		(1)  cpd00067[c0] + (1)  cpd11492[c0] + (1)  cpd11553[c0] => (1)  cpd00011[c0] + (1)  cpd11493[c0] + (1)  cpd11554[c0]	(1)  H+_c0[c0] + (1)  Malonyl-acyl-carrierprotein-_c0[c0] + (1)  6-methyl-heptanoyl-ACP_c0[c0] => (1)  CO2_c0[c0] + (1)  ACP_c0[c0] + (1)  8-methyl-3-oxo-nonanoyl-ACP_c0[c0]	rxn05417				
rxn00938_c0	>	Cytosol_0	kb|g.220339.CDS.389	Nicotinamide amidohydrolase_c0		-4.72		(1)  cpd00001[c0] + (1)  cpd00133[c0] => (1)  cpd00013[c0] + (1)  cpd00218[c0]	(1)  H2O_c0[c0] + (1)  Nicotinamide_c0[c0] => (1)  NH3_c0[c0] + (1)  Niacin_c0[c0]	rxn00938	PNC1_1	R01268	Nicotinate and nicotinamide metabolism	AROMATIC-COMPOUNDS-DEGRADATION|Biosynthesis|Cofactor-Biosynthesis|Degradation|NAD-Metabolism|NAD-SYN|P345-PWY|PYRIDNUCSAL-PWY
rxn01022_c0	=	Cytosol_0	kb|g.220339.CDS.581	5'-Methylthioadenosine:orthophosphate_c0	2.4.2.28	-7.95		(1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00147[c0] <=> (1)  cpd00128[c0] + (1)  cpd02574[c0]	(1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  5-Methylthioadenosine_c0[c0] <=> (1)  Adenine_c0[c0] + (1)  methylthioribose-1-phosphate_c0[c0]	rxn01022		R01402	Cysteine and methionine metabolism	Degradation|Methylthioadenosine-Degradation|NUCLEO-DEG
rxn10221_c0	=	Cytosol_0	(kb|g.220339.CDS.2471 or kb|g.220339.CDS.2472)	anteisoheptadecanoyl-phosphatidate cytidylyltransferase_c0		1.07		(1)  cpd00052[c0] + (1)  cpd15678[c0] <=> (1)  cpd00012[c0] + (1)  cpd15684[c0]	(1)  CTP_c0[c0] + (1)  1,2-dianteisoheptadecanoyl-sn-glycerol 3-phosphate_c0[c0] <=> (1)  PPi_c0[c0] + (1)  CDP-1,2-dianteisoheptadecanoylglycerol_c0[c0]	rxn10221				
rxn09177_c0	>	Cytosol_0	kb|g.220339.CDS.226	phosphopantothenate-cysteine ligase_c0		-26.84		(1)  cpd00052[c0] + (1)  cpd00084[c0] + (1)  cpd02201[c0] => (1)  cpd00012[c0] + (1)  cpd00046[c0] + (1)  cpd02666[c0]	(1)  CTP_c0[c0] + (1)  L-Cysteine_c0[c0] + (1)  4-phosphopantothenate_c0[c0] => (1)  PPi_c0[c0] + (1)  CMP_c0[c0] + (1)  (R) -4'-Phosphopantothenoyl-L-cysteine_c0[c0]	rxn09177	PPNCL2	R04231	Pantothenate and CoA biosynthesis	Biosynthesis|COA-PWY|CoA-Biosynthesis|Cofactor-Biosynthesis|PANTOSYN-PWY|Vitamin-Biosynthesis
rxn03437_c0	>	Cytosol_0	(kb|g.220339.CDS.3998 or kb|g.220339.CDS.1072)	(R)-2,3-Dihydroxy-3-methylpentanoate hydro-lyase_c0		-6.75		(1)  cpd02535[c0] => (1)  cpd00001[c0] + (1)  cpd00508[c0]	(1)  2,3-Dihydroxy-3-methylvalerate_c0[c0] => (1)  H2O_c0[c0] + (1)  3MOP_c0[c0]	rxn03437	DHAD2	R05070	Valine, leucine and isoleucine biosynthesis	
rxn09199_c0	=	Cytosol_0	kb|g.220339.CDS.713	Phosphatidylserine decarboxylase (n-C14:1)_c0		-73.2		(2)  cpd00067[c0] + (1)  cpd15554[c0] <=> (1)  cpd00011[c0] + (1)  cpd15530[c0]	(2)  H+_c0[c0] + (1)  phosphatidylserine ditetradec-7-enoyl_c0[c0] <=> (1)  CO2_c0[c0] + (1)  phosphatidylethanolamine ditetradec-7-enoyl_c0[c0]	rxn09199	PSD141			
rxn02320_c0	=	Cytosol_0	(kb|g.220339.CDS.2912 and kb|g.220339.CDS.1479)	5-Amino-2-oxopentanoate:2-oxoglutarate aminotransferase_c0		-2.46		(1)  cpd00024[c0] + (1)  cpd00807[c0] <=> (1)  cpd00023[c0] + (1)  cpd00930[c0]	(1)  2-Oxoglutarate_c0[c0] + (1)  L-histidinol-phosphate_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  imidazole acetol-phosphate_c0[c0]	rxn02320	HIS5	R03243	Histidine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY
rxn00882_c0	>	Cytosol_0	kb|g.220339.CDS.3798	myo-Inositol 4-phosphate phosphahydrolase_c0		7.21		(1)  cpd00001[c0] + (1)  cpd02230[c0] => (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00121[c0]	(1)  H2O_c0[c0] + (1)  Inositol 4-phosphate_c0[c0] => (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  L-Inositol_c0[c0]	rxn00882	MI4PP	R01186	Inositol phosphate metabolism	Biosynthesis|Cyclitols-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|SUGAR-DERIVS
rxn10126_c0	>	Cytosol_0	((kb|g.220339.CDS.1106 and (kb|g.220339.CDS.1103 or kb|g.220339.CDS.3745)) or kb|g.220339.CDS.1101 or kb|g.220339.CDS.1102)	succinate dehyrdogenase_c0		-8.12		(1)  cpd00982[c0] + (1)  cpd15560[c0] => (1)  cpd00015[c0] + (1)  cpd15561[c0]	(1)  FADH2_c0[c0] + (1)  Ubiquinone-8_c0[c0] => (1)  FAD_c0[c0] + (1)  Ubiquinol-8_c0[c0]	rxn10126	SUCD4			
rxn08083_c0	>	Cytosol_0	kb|g.220339.CDS.2032	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0)_c0		377.1		(1)  cpd11468[c0] + (1)  cpd15325[c0] => (1)  cpd11493[c0] + (1)  cpd15521[c0]	(1)  Dodecanoyl-ACP_c0[c0] + (1)  1-dodecanoyl-sn-glycerol 3-phosphate_c0[c0] => (1)  ACP_c0[c0] + (1)  1,2-didodecanoyl-sn-glycerol 3-phosphate_c0[c0]	rxn08083	AGPAT120			
rxn08808_c0	>	Cytosol_0	(kb|g.220339.CDS.910 or kb|g.220339.CDS.38)	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:0) (periplasm)_c0				(1)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd12547[c0] => (1)  cpd00908[c0] + (1)  cpd01080[c0]	(1)  H2O_c0[c0] + (1)  H+_c0[c0] + (1)  L-2-Lysophosphatidylethanolamine_c0[c0] => (1)  Glycerophosphoethanolamine_c0[c0] + (1)  ocdca_c0[c0]	rxn08808	LPLIPAL1E180pp			
rxn02507_c0	>	Cytosol_0	kb|g.220339.CDS.2298	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose-5-phosphate_c0		-14.46		(1)  cpd00067[c0] + (1)  cpd00956[c0] => (1)  cpd00001[c0] + (1)  cpd00011[c0] + (1)  cpd02210[c0]	(1)  H+_c0[c0] + (1)  1-(2-carboxyphenylamino) -1-deoxyribulose 5-phosphate_c0[c0] => (1)  H2O_c0[c0] + (1)  CO2_c0[c0] + (1)  Indoleglycerol phosphate_c0[c0]	rxn02507		R03508	Phenylalanine, tyrosine and tryptophan biosynthesis	ALL-CHORISMATE-PWY|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|IND-AMINO-ACID-SYN|TRPSYN-PWY|TRYPTOPHAN-BIOSYNTHESIS
rxn03901_c0	>	Cytosol_0	kb|g.220339.CDS.3143	Undecaprenyl-diphosphate phosphohydrolase_c0		-16.35		(1)  cpd00001[c0] + (1)  cpd02229[c0] => (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00286[c0]	(1)  H2O_c0[c0] + (1)  Bactoprenyl diphosphate_c0[c0] => (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Undecaprenylphosphate_c0[c0]	rxn03901	UDCPDP	R05627	Peptidoglycan biosynthesis	
rxn03933_c0	=	Cytosol_0	kb|g.220339.CDS.3766	UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase_c0		-1.7		(1)  cpd00037[c0] + (1)  cpd02948[c0] <=> (1)  cpd00014[c0] + (1)  cpd03491[c0]	(1)  UDP-N-acetylglucosamine_c0[c0] + (1)  MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala) -diphospho- undecaprenol_c0[c0] <=> (1)  UDP_c0[c0] + (1)  Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine) -L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine_c0[c0]	rxn03933	UAGPT2	R05662	Peptidoglycan biosynthesis	
rxn00669_c0	=	Cytosol_0	(Unknown and (kb|g.220339.CDS.2222 or kb|g.220339.CDS.1833 or kb|g.220339.CDS.1169 or kb|g.220339.CDS.1091))	Propanoate:CoA ligase (ADP-forming)_c0		-1.06		(1)  cpd00002[c0] + (1)  cpd00010[c0] + (1)  cpd00141[c0] <=> (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00086[c0]	(1)  ATP_c0[c0] + (1)  CoA_c0[c0] + (1)  Propionate_c0[c0] <=> (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  Propionyl-CoA_c0[c0]	rxn00669	ACCOAL	R00920	Propanoate metabolism	
rxn05202_c0	=	Cytosol_0	kb|g.220339.CDS.3329	Xanthine ion-coupled transport_c0		0		(1)  cpd00067[e0] + (1)  cpd00309[e0] <=> (1)  cpd00067[c0] + (1)  cpd00309[c0]	(1)  H+_e0[e0] + (1)  XAN_e0[e0] <=> (1)  H+_c0[c0] + (1)  XAN_c0[c0]	rxn05202	XANt2			
rxn04153_c0	=	Cytosol_0	kb|g.220339.CDS.1604	magnesium-protoporphyrin-IX 13-monomethyl ester,NADPH:oxygen_c0		-106.56		(1)  cpd00005[c0] + (1)  cpd00007[c0] + (1)  cpd00067[c0] + (1)  cpd08629[c0] <=> (2)  cpd00001[c0] + (1)  cpd00006[c0] + (1)  cpd08630[c0]	(1)  NADPH_c0[c0] + (1)  O2_c0[c0] + (1)  H+_c0[c0] + (1)  13(1) -Hydroxy-Mg-protoporphyrin IX 13-monomethyl ester_c0[c0] <=> (2)  H2O_c0[c0] + (1)  NADP_c0[c0] + (1)  13(1) -Oxo-Mg-protoporphyrin IX 13-monomethyl ester_c0[c0]	rxn04153		R06266	Porphyrin and chlorophyll metabolism	Biosynthesis|CHLOROPHYLL-SYN|Chlorophyll-Biosynthesis|Chlorophyllide-a-Biosynthesis|Cofactor-Biosynthesis|Porphyrin-Compounds-Biosynthesis
rxn05537_c0	>	Cytosol_0	((kb|g.220339.CDS.1940 or kb|g.220339.CDS.1652 or kb|g.220339.CDS.197 or kb|g.220339.CDS.1651 or kb|g.220339.CDS.289) or kb|g.220339.CDS.351 or (kb|g.220339.CDS.181 or kb|g.220339.CDS.2844 or kb|g.220339.CDS.1929) or (kb|g.220339.CDS.1935 or kb|g.220339.CDS.350 or kb|g.220339.CDS.2490 or kb|g.220339.CDS.1938))	Dipeptide transport via ABC system (gly-asp)_c0		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd11589[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd11589[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  gly-asp-L_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  gly-asp-L_c0[c0]	rxn05537	DIPEPabc13			
rxn10209_c0	>	Cytosol_0	(kb|g.220339.CDS.666 and kb|g.220339.CDS.2721)	anteisopentadecanoyl-glycerol-3-phosphate O-acyltransferase_c0		-3.614		(1)  cpd00080[c0] + (1)  cpd11439[c0] => (1)  cpd00010[c0] + (1)  cpd15675[c0]	(1)  Glycerol-3-phosphate_c0[c0] + (1)  fa4coa_c0[c0] => (1)  CoA_c0[c0] + (1)  1-anteisopentadecanoyl-sn-glycerol 3-phosphate_c0[c0]	rxn10209				
rxn09105_c0	>	Cytosol_0	kb|g.220339.CDS.3250	phosphatidylglycerol phosphate phosphatase (n-C16:1)_c0		-214.82		(1)  cpd00001[c0] + (1)  cpd15546[c0] => (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd15539[c0]	(1)  H2O_c0[c0] + (1)  Phosphatidylglycerophosphate dihexadec-9-enoyl_c0[c0] => (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Phosphatidylglycerol dihexadec-9-enoyl_c0[c0]	rxn09105	PGPP161pp			
