Contig,Feature,Feature Start in Contig,Feature End in Contig,Feature Direction in Contig,Domain Accession,Domain Start in Feature,Domain End in Feature,E-value,Bit Score,Domain Coverage,Domain Description
FW602_bin_15,HOFBHBDL_00750,653795,655456,-,TIGR01695,20,530,1.50E-70,236.3,0.986166008,murJ_mviN: murein biosynthesis integral membrane protein MurJ
FW602_bin_15,HOFBHBDL_00760,663812,664873,-,TIGR00350,94,263,1.50E-26,91.4,0.973684211,lytR_cpsA_psr: cell envelope-related function transcriptional attenuator common domain
FW602_bin_15,HOFBHBDL_00770,673138,674550,+,TIGR00398,5,455,1.00E-127,425,0.945283019,metG: methionine--tRNA ligase
FW602_bin_15,HOFBHBDL_00786,687099,688721,-,TIGR02348,2,526,4.20E-230,762.6,1,GroEL: chaperonin GroL
FW602_bin_15,HOFBHBDL_00794,694610,695662,+,TIGR03723,3,321,2.10E-109,363.4,0.987261146,T6A_TsaD_YgjD: tRNA threonylcarbamoyl adenosine modification protein TsaD
FW602_bin_15,HOFBHBDL_00795,695846,697921,+,TIGR00422,1,691,6.00E-249,826.4,0.826187717,valS: valine--tRNA ligase
FW602_bin_15,HOFBHBDL_00797,698317,698994,-,TIGR00731,6,182,1.00E-31,107.9,0.994318182,"bL25_bact_ctc: ribosomal protein bL25, Ctc-form"
FW602_bin_15,HOFBHBDL_00802,703784,704626,-,TIGR03592,26,251,1.30E-39,134.2,0.984293194,"yidC_oxa1_cterm: membrane protein insertase, YidC/Oxa1 family"
FW602_bin_15,HOFBHBDL_00803,704623,704862,-,TIGR00278,10,77,1.60E-22,77.1,0.853333333,TIGR00278: putative membrane protein insertion efficiency factor
FW602_bin_15,HOFBHBDL_00804,704846,705187,-,TIGR00188,3,111,6.30E-18,63,0.963963964,rnpA: ribonuclease P protein component
FW602_bin_15,HOFBHBDL_00805,705460,706824,+,TIGR00362,9,452,3.60E-130,432.9,0.995423341,DnaA: chromosomal replication initiator protein DnaA
FW602_bin_15,HOFBHBDL_00806,707043,708146,+,TIGR00663,1,364,2.00E-75,252,0.997275204,"dnan: DNA polymerase III, beta subunit"
FW602_bin_15,HOFBHBDL_00833,732950,733384,-,TIGR00086,6,141,7.50E-46,153.7,0.972222222,smpB: SsrA-binding protein
FW602_bin_15,HOFBHBDL_00844,736997,738781,+,TIGR01391,3,411,1.20E-123,411,0.990338164,dnaG: DNA primase
FW602_bin_15,HOFBHBDL_00845,738804,739883,+,TIGR02393,122,358,4.60E-118,391,0.995798319,RpoD_Cterm: RNA polymerase sigma factor RpoD
FW602_bin_15,HOFBHBDL_00865,750337,752181,+,TIGR01525,56,601,4.80E-151,502.3,0.998214286,ATPase-IB_hvy: heavy metal translocating P-type ATPase
FW602_bin_15,HOFBHBDL_00873,756053,756502,+,TIGR00689,3,146,9.20E-40,133.9,0.986206897,"rpiB_lacA_lacB: sugar-phosphate isomerase, RpiB/LacA/LacB family"
FW602_bin_15,HOFBHBDL_00875,757516,758622,+,TIGR01534,3,340,2.90E-113,376.4,0.996969697,"GAPDH-I: glyceraldehyde-3-phosphate dehydrogenase, type I"
FW602_bin_15,HOFBHBDL_00890,768801,771185,-,TIGR02074,190,729,1.30E-155,517.1,0.994392523,"PBP_1a_fam: penicillin-binding protein, 1A family"
FW602_bin_15,HOFBHBDL_00897,776725,777162,+,TIGR00244,1,144,2.40E-53,178.1,0.993197279,TIGR00244: transcriptional regulator NrdR
FW602_bin_15,HOFBHBDL_00898,777171,779660,+,TIGR02504,72,628,2.80E-208,691.3,0.998349835,"NrdJ_Z: ribonucleoside-diphosphate reductase, adenosylcobalamin-dependent"
FW602_bin_15,HOFBHBDL_00899,779688,780224,+,TIGR00636,4,174,3.80E-41,138.6,1,PduO_Nterm: ATP:cob(I)alamin adenosyltransferase
FW602_bin_15,HOFBHBDL_00910,786302,787309,+,TIGR00233,3,332,6.70E-88,293.1,0.99695122,trpS: tryptophan--tRNA ligase
FW602_bin_15,HOFBHBDL_00912,787707,789563,+,TIGR01241,123,610,1.90E-207,687.9,0.989919355,FtsH_fam: ATP-dependent metallopeptidase HflB
